id,type,item owner id,layer title,title,coordinates,description,image count,created date,last modification date,item views,Media Type,Transition Type,Date of Change,Owner,Community,Sources,Language
1084,marker,622,Newspapers,Mountain News,"43.2313632, -79.723973","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Mountain News. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1968.",0,2023-09-30 7:24,2023-09-30 9:01,95,community paper,shifted to online,2023-09-15,Metroland,"Hamilton, Ontario","[""https:\/\/www.cbc.ca\/news\/canada\/hamilton\/hamilton-spectator-community-news-office-1.6970467"",""https:\/\/bayobserver.ca\/black-friday-torstar-shuts-down-entire-metroland-newspaper-chain\/"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1085,marker,622,Newspapers,The Muskokan,"45.0405029, -79.3093087","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including The Muskokan. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists.",0,2023-09-30 7:27,2023-09-30 7:27,13,community paper,shifted to online,2023-09-15,Metroland,"Muskoka, Ontario","[""https:\/\/doppleronline.ca\/huntsville\/metroland-media-getting-out-of-the-community-print-newspaper-business\/"",""https:\/\/muskoka411.com\/muskoka-metroland-newspapers-end-print-publication\/"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1086,marker,622,Newspapers,New Hamburg Independent,"43.3784531, -80.7093569","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the New Hamburg Independent. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1878.",0,2023-09-30 7:30,2023-09-30 7:30,24,community paper,shifted to online,2023-09-15,Metroland,"New Hamburg, Ontario","[""https:\/\/kitchener.ctvnews.ca\/four-local-newspapers-will-no-longer-put-out-print-editions-1.6565524"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1087,marker,622,Newspapers,Newmarket Era,"44.039648, -79.4544125","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Newmarket Era. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1852.",0,2023-09-30 7:34,2023-09-30 7:34,51,community paper,shifted to online,2023-09-15,Metroland,"Newmarket, Ontario","[""https:\/\/www.pentictonherald.ca\/spare_news\/article_0debd178-a8fb-5be0-9480-939b9aac56ab.html"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1088,marker,622,Newspapers,Ajax News Advertiser,"43.8487724, -79.0231164","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Ajax News Advertiser. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists.",0,2023-09-30 7:36,2023-09-30 7:36,47,community paper,shifted to online,2023-09-15,Metroland,"Ajax, Ontario","[""https:\/\/www.durhamradionews.com\/archives\/174208"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1089,marker,622,Newspapers,Pickering News Advertiser,"43.8384117, -79.0867579","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Pickering News Advertiser. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists.",0,2023-09-30 7:39,2023-09-30 7:39,40,community paper,shifted to online,2023-09-15,Metroland,"Pickering, Ontario","[""https:\/\/www.durhamradionews.com\/archives\/174208"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1090,marker,622,Newspapers,Niagara This Week - St. Catharines & Thorold,"43.1129302, -79.242208","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including Niagara This Week - St. Catharines & Thorold. However, only a single Niagara This Week website continues to operate, with regional print publications closing. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists.",0,2023-09-30 7:49,2025-07-14 21:32,27,community paper,closed,2023-09-15,Metroland,"St. Catharines and Thorold, Ontario","[""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1091,marker,622,Newspapers,Niagara This Week - Welland & Pelham,"42.9921579, -79.2482555","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including Niagara This Week - Welland & Pelham. However, only a single Niagara This Week website continues to operate, with regional print publications closing. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists.",0,2023-09-30 7:51,2025-07-14 21:31,19,community paper,closed,2023-09-15,Metroland,"Welland and Pelham, Ontario","[""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1092,marker,622,Newspapers,Niagara This Week - Advance,"43.221251, -79.122538","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including Niagara This Week - Advance. However, only a single Niagara This Week website continues to operate, with regional print publications closing. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. ",0,2023-09-30 7:54,2025-07-14 21:30,24,community paper,closed,2023-09-15,Metroland,"Niagara-on-the-Lake, Ontario","[""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
1093,marker,622,Newspapers,Parry Sound North Star,"45.3433268, -80.0196413","On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Parry Sound North Star. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1874.",0,2023-09-30 7:57,2023-09-30 7:57,83,community paper,shifted to online,2023-09-15,Metroland,"Parry Sound, Ontario","[""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
